temperature in Â°C,P anode in  bar,P cathode in bar,powerdensity in W/cm2,currentdensity in A/cm2
30.0,0.0,8.333333333333334,2.35659910042779,1.1770697018738892
30.0,0.0,8.333333333333334,2.7514512381161014,1.3427078617284347
30.0,0.0,8.333333333333334,3.194543534447836,1.521593299928418
30.0,0.0,8.333333333333334,3.6904884797622817,1.7140614791165631
30.0,0.0,8.333333333333334,4.244286832513005,1.9204397725487938
30.0,0.0,8.333333333333334,4.861348079248422,2.1410480226211788
30.0,0.0,8.333333333333334,5.547510796445738,2.376199037928364
30.0,0.0,8.333333333333334,6.30906293148104,2.626199037928364
30.0,0.0,8.333333333333334,7.1527620166245915,2.891348052635189
30.0,0.0,8.333333333333334,7.509172280661689,3.0
30.0,0.0,12.5,0.0,0.0
30.0,0.0,12.5,0.003029788641560145,0.002
30.0,0.0,12.5,0.011899423250565566,0.007656854249492381
30.0,0.0,12.5,0.028535593748483967,0.018049159094905644
30.0,0.0,12.5,0.0545873113954518,0.03404915909490565
30.0,0.0,12.5,0.0915803303666388,0.056409838869903535
30.0,0.0,12.5,0.14099930509972214,0.08580371578330168
30.0,0.0,12.5,0.20434193308954224,0.12284423413820594
30.0,0.0,12.5,0.2831597959122541,0.168099068134145
30.0,0.0,12.5,0.3790920234851413,0.22209906813414496
30.0,0.0,12.5,0.4938947849224671,0.2853446213375126
30.0,0.0,12.5,0.6294682175001749,0.3583103667253314
30.0,0.0,12.5,0.7878816982534564,0.4414488054886375
30.0,0.0,12.5,0.9713979805325068,0.5351931386507013
30.0,0.0,12.5,1.1824965076972425,0.6399595454803717
30.0,0.0,12.5,1.4238961004240809,0.7561490458665943
30.0,0.0,12.5,1.6985771497058368,0.8841490458665943
30.0,0.0,12.5,2.009803410494368,1.0243346371375948
30.0,0.0,12.5,2.3611434681172137,1.1770697018738892
30.0,0.0,12.5,2.7564919344099748,1.3427078617284347
30.0,0.0,12.5,3.200090419592076,1.521593299928418
30.0,0.0,12.5,3.696548317596709,1.7140614791165631
30.0,0.0,12.5,4.250863435977348,1.9204397725487938
30.0,0.0,12.5,4.868442496169997,2.1410480226211788
30.0,0.0,12.5,5.555121525496263,2.376199037928364
30.0,0.0,12.5,6.3171861586490925,2.626199037928364
30.0,0.0,12.5,7.1613918633671485,2.891348052635189
30.0,0.0,12.5,7.5179996410422065,3.0
30.0,0.0,16.666666666666668,0.0,0.0
30.0,0.0,16.666666666666668,0.003036832804631049,0.002
30.0,0.0,16.666666666666668,0.01192636749837153,0.007656854249492381
30.0,0.0,16.666666666666668,0.0285990053333676,0.018049159094905644
30.0,0.0,16.666666666666668,0.054706637736655864,0.03404915909490565
30.0,0.0,16.666666666666668,0.09177733553639064,0.056409838869903535
30.0,0.0,16.666666666666668,0.1412976067462083,0.08580371578330168
30.0,0.0,16.666666666666668,0.20476658262433314,0.12284423413820594
30.0,0.0,16.666666666666668,0.2837368787303172,0.168099068134145
30.0,0.0,16.666666666666668,0.3798482701822537,0.22209906813414496
30.0,0.0,16.666666666666668,0.4948571915605117,0.2853446213375126
30.0,0.0,16.666666666666668,0.6306636768628836,0.3583103667253314
30.0,0.0,16.666666666666668,0.7893366462039675,0.4414488054886375
30.0,0.0,16.666666666666668,0.9731380626655226,0.5351931386507013
30.0,0.0,16.666666666666668,1.1845462717905006,0.6399595454803717
30.0,0.0,16.666666666666668,1.4262787199272555,0.7561490458665943
30.0,0.0,16.666666666666668,1.701314182800884,0.8841490458665943
30.0,0.0,16.666666666666668,2.0129145982419208,1.0243346371375948
30.0,0.0,16.666666666666668,2.3646465739830296,1.1770697018738892
30.0,0.0,16.666666666666668,2.760402626150858,1.3427078617284347
30.0,0.0,16.666666666666668,3.2044221931696923,1.521593299928418
30.0,0.0,16.666666666666668,3.701312461563837,1.7140614791165631
30.0,0.0,16.666666666666668,4.2560690337103635,1.9204397725487938
30.0,0.0,16.666666666666668,4.874096462450088,2.1410480226211788
30.0,0.0,16.666666666666668,5.5612286732960605,2.376199037928364
30.0,0.0,16.666666666666668,6.323749291567914,2.626199037928364
30.0,0.0,16.666666666666668,7.168411888968017,2.891348052635189
30.0,0.0,16.666666666666668,7.525199471803415,3.0
30.0,0.0,20.833333333333336,0.0,0.0
30.0,0.0,20.833333333333336,0.003042375300328968,0.002
30.0,0.0,20.833333333333336,0.011947571825459398,0.007656854249492381
30.0,0.0,20.833333333333336,0.028648925749386968,0.018049159094905644
30.0,0.0,20.833333333333336,0.05480062689596981,0.03404915909490565
30.0,0.0,20.833333333333336,0.0919326247654971,0.056409838869903535
30.0,0.0,20.833333333333336,0.14153297068181905,0.08580371578330168
30.0,0.0,20.833333333333336,0.2051020420211908,0.12284423413820594
30.0,0.0,20.833333333333336,0.28419342164189176,0.168099068134145
30.0,0.0,20.833333333333336,0.3804475826365713,0.22209906813414496
30.0,0.0,20.833333333333336,0.4956213942635888,0.2853446213375126
30.0,0.0,20.833333333333336,0.6316150674684463,0.3583103667253314
30.0,0.0,20.833333333333336,0.7904974484608983,0.4414488054886375
30.0,0.0,20.833333333333336,0.9745301847968952,0.5351931386507013
30.0,0.0,20.833333333333336,1.186191077011211,0.6399595454803717
30.0,0.0,20.833333333333336,1.4281968122011828,0.7561490458665943
30.0,0.0,20.833333333333336,1.7035252108548071,0.8841490458665943
30.0,0.0,20.833333333333336,2.015437080552809,1.0243346371375948
30.0,0.0,20.833333333333336,2.367497746990064,1.1770697018738892
30.0,0.0,20.833333333333336,2.7635983173622996,1.3427078617284347
30.0,0.0,20.833333333333336,3.2079767201838667,1.521593299928418
30.0,0.0,20.833333333333336,3.705238557346524,1.7140614791165631
30.0,0.0,20.833333333333336,4.260377797807185,1.9204397725487938
30.0,0.0,20.833333333333336,4.878797337195556,2.1410480226211788
30.0,0.0,20.833333333333336,5.566329443537608,2.376199037928364
30.0,0.0,20.833333333333336,6.329256105972624,2.626199037928364
30.0,0.0,20.833333333333336,7.174329300633228,2.891348052635189
30.0,0.0,20.833333333333336,7.531279508146423,3.0
30.0,0.0,25.0,0.0,0.0
30.0,0.0,25.0,0.003046945214938303,0.002
30.0,0.0,25.0,0.011965057418284677,0.007656854249492381
30.0,0.0,25.0,0.02869010055144252,0.018049159094905644
30.0,0.0,25.0,0.05487817669710388,0.03404915909490565
30.0,0.0,25.0,0.09206081425742127,0.056409838869903535
30.0,0.0,25.0,0.1417273826809788,0.08580371578330168
30.0,0.0,25.0,0.2053793506587836,0.12284423413820594
30.0,0.0,25.0,0.28457118252793845,0.168099068134145
30.0,0.0,25.0,0.3809440318808453,0.22209906813414496
30.0,0.0,25.0,0.4962552525986122,0.2853446213375126
30.0,0.0,25.0,0.6324053481386734,0.3583103667253314
30.0,0.0,25.0,0.7914632689903536,0.4414488054886375
30.0,0.0,25.0,0.9756905836440544,0.5351931386507013
30.0,0.0,25.0,1.1875648366640852,0.6399595454803717
30.0,0.0,25.0,1.4298022905610803,0.7561490458665943
30.0,0.0,25.0,1.7053801828639878,0.8841490458665943
30.0,0.0,25.0,2.0175585919787307,1.0243346371375948
30.0,0.0,25.0,2.369901982117315,1.1770697018738892
30.0,0.0,25.0,2.7663004820887607,1.3427078617284347
30.0,0.0,25.0,3.2109909416945257,1.521593299928418
30.0,0.0,25.0,3.708577801170111,1.7140614791165631
30.0,0.0,25.0,4.264053802669509,1.9204397725487938
30.0,0.0,25.0,4.882820567689869,2.1410480226211788
30.0,0.0,25.0,5.5707090602545914,2.376199037928364
30.0,0.0,25.0,6.333999952386308,2.626199037928364
30.0,0.0,25.0,7.179443905736146,2.891348052635189
30.0,0.0,25.0,7.536541643940022,3.0
30.0,0.0,29.16666666666667,0.0,0.0
30.0,0.0,29.16666666666667,0.003050833460655868,0.002
30.0,0.0,29.16666666666667,0.011979936054542959,0.007656854249492381
30.0,0.0,29.16666666666667,0.02872514203045544,0.018049159094905644
30.0,0.0,29.16666666666667,0.054944190727573256,0.03404915909490565
30.0,0.0,29.16666666666667,0.09216997179174373,0.056409838869903535
30.0,0.0,29.16666666666667,0.1418930035263426,0.08580371578330168
30.0,0.0,29.16666666666667,0.2056157215944585,0.12284423413820594
30.0,0.0,29.16666666666667,0.2848933911294843,0.168099068134145
30.0,0.0,29.16666666666667,0.3813678087337688,0.22209906813414496
30.0,0.0,29.16666666666667,0.4967968182368614,0.2853446213375126
30.0,0.0,29.16666666666667,0.6330812630587332,0.3583103667253314
30.0,0.0,29.16666666666667,0.7922902863012844,0.4414488054886375
30.0,0.0,29.16666666666667,0.9766855046771232,0.5351931386507013
30.0,0.0,29.16666666666667,1.1887443703536738,0.6399595454803717
30.0,0.0,29.16666666666667,1.4311829177093864,0.7561490458665943
30.0,0.0,29.16666666666667,1.7069780265647845,0.8841490458665943
30.0,0.0,29.16666666666667,2.019389295530291,1.0243346371375948
30.0,0.0,29.16666666666667,2.3719805957224835,1.1770697018738892
30.0,0.0,29.16666666666667,2.7686413595375945,1.3427078617284347
30.0,0.0,29.16666666666667,3.213607648066433,1.521593299928418
30.0,0.0,29.16666666666667,3.711483032391632,1.7140614791165631
30.0,0.0,29.16666666666667,4.267259317533909,1.9204397725487938
30.0,0.0,29.16666666666667,4.886337132698084,2.1410480226211788
30.0,0.0,29.16666666666667,5.574546407385618,2.376199037928364
30.0,0.0,29.16666666666667,6.338166749659437,2.626199037928364
30.0,0.0,29.16666666666667,7.183947740196888,2.891348052635189
30.0,0.0,29.16666666666667,7.541180065319519,3.0
30.0,0.0,33.333333333333336,0.0,0.0
30.0,0.0,33.333333333333336,0.003054217249382816,0.002
30.0,0.0,33.333333333333336,0.011992885170192627,0.007656854249492381
30.0,0.0,33.333333333333336,0.028755642727726675,0.018049159094905644
30.0,0.0,33.333333333333336,0.0550016606952087,0.03404915909490565
30.0,0.0,33.333333333333336,0.09226502487438694,0.056409838869903535
30.0,0.0,33.333333333333336,0.1420372710525514,0.08580371578330168
30.0,0.0,33.333333333333336,0.20582170134223488,0.12284423413820594
30.0,0.0,33.333333333333336,0.2851743108585453,0.168099068134145
30.0,0.0,33.333333333333336,0.3817374976833432,0.22209906813414496
30.0,0.0,33.333333333333336,0.4972695831301414,0.2853446213375126
30.0,0.0,33.333333333333336,0.6336717668799373,0.3583103667253314
30.0,0.0,33.333333333333336,0.7930134291446311,0.4414488054886375
30.0,0.0,33.333333333333336,0.9775563066235574,0.5351931386507013
30.0,0.0,33.333333333333336,1.1897778567609507,0.6399595454803717
30.0,0.0,33.333333333333336,1.4323940075811965,0.7561490458665943
30.0,0.0,33.333333333333336,1.7083814248374178,0.8841490458665943
30.0,0.0,33.333333333333336,2.020999390206069,1.0243346371375948
30.0,0.0,33.333333333333336,2.37381136080417,1.1770697018738892
30.0,0.0,33.333333333333336,2.7707062646891703,1.3427078617284347
30.0,0.0,33.333333333333336,3.215919575852753,1.521593299928418
30.0,0.0,33.333333333333336,3.714054203841175,1.7140614791165631
30.0,0.0,33.333333333333336,4.270101226633473,1.9204397725487938
30.0,0.0,33.333333333333336,4.889460490273639,2.1410480226211788
30.0,0.0,33.333333333333336,5.577961094657401,2.376199037928364
30.0,0.0,33.333333333333336,6.341881781588826,2.626199037928364
30.0,0.0,33.333333333333336,7.1879712385744705,2.891348052635189
30.0,0.0,33.333333333333336,7.545327083695816,3.0
30.0,0.0,37.5,0.0,0.0
30.0,0.0,37.5,0.00305721257142692,0.002
30.0,0.0,37.5,0.012004348255016372,0.007656854249492381
30.0,0.0,37.5,0.02878264559659158,0.018049159094905644
30.0,0.0,37.5,0.055052546966601265,0.03404915909490565
30.0,0.0,37.5,0.09234920486339168,0.056409838869903535
30.0,0.0,37.5,0.14216506783759994,0.08580371578330168
30.0,0.0,37.5,0.20600422206750668,0.12284423413820594
30.0,0.0,37.5,0.2854233315859886,0.168099068134145
30.0,0.0,37.5,0.3820653558090071,0.22209906813414496
30.0,0.0,37.5,0.4976890741373671,0.2853446213375126
30.0,0.0,37.5,0.6341960437088244,0.3583103667253314
30.0,0.0,37.5,0.7936559033571076,0.4414488054886375
30.0,0.0,37.5,0.9783305511160096,0.5351931386507013
30.0,0.0,37.5,1.190697510155354,0.6399595454803717
30.0,0.0,37.5,1.4334726806797715,0.7561490458665943
30.0,0.0,37.5,1.7096326096926802,0.8841490458665943
30.0,0.0,37.5,2.0224363724596683,1.0243346371375948
30.0,0.0,37.5,2.3754471359979163,1.1770697018738892
30.0,0.0,37.5,2.772553459259563,1.3427078617284347
30.0,0.0,37.5,3.217990373493325,1.521593299928418
30.0,0.0,37.5,3.7163602778612037,1.7140614791165631
30.0,0.0,37.5,4.272653678862564,1.9204397725487938
30.0,0.0,37.5,4.892269796964624,2.1410480226211788
30.0,0.0,37.5,5.581037059730099,2.376199037928364
30.0,0.0,37.5,6.345233497439341,2.626199037928364
30.0,0.0,37.5,7.1916070545534465,2.891348052635189
30.0,0.0,37.5,7.549076917154884,3.0
30.0,0.0,41.66666666666667,0.0,0.0
30.0,0.0,41.66666666666667,0.003059899505850625,0.002
30.0,0.0,41.66666666666667,0.012014631538285709,0.007656854249492381
30.0,0.0,41.66666666666667,0.02880687099558428,0.018049159094905644
30.0,0.0,41.66666666666667,0.05509820412799685,0.03404915909490565
30.0,0.0,41.66666666666667,0.09242474591233237,0.056409838869903535
30.0,0.0,41.66666666666667,0.14227977231789254,0.08580371578330168
30.0,0.0,41.66666666666667,0.2061680850843438,0.12284423413820594
30.0,0.0,41.66666666666667,0.2856469645942013,0.168099068134145
30.0,0.0,41.66666666666667,0.38235989458645775,0.22209906813414496
30.0,0.0,41.66666666666667,0.4980660909409989,0.2853446213375126
30.0,0.0,41.66666666666667,0.6346674619486607,0.3583103667253314
30.0,0.0,41.66666666666667,0.7942339139196704,0.4414488054886375
30.0,0.0,41.66666666666667,0.9790275299748104,0.5351931386507013
30.0,0.0,41.66666666666667,1.1915259372427676,0.6399595454803717
30.0,0.0,41.66666666666667,1.4344450602237946,0.7561490458665943
30.0,0.0,41.66666666666667,1.7107613923777694,0.8841490458665943
30.0,0.0,41.66666666666667,2.0237338798727,1.0243346371375948
30.0,0.0,41.66666666666667,2.3769254878803583,1.1770697018738892
30.0,0.0,41.66666666666667,2.7742245041131968,1.3427078617284347
30.0,0.0,41.66666666666667,3.219865623085041,1.521593299928418
30.0,0.0,41.66666666666667,3.7184508461471033,1.7140614791165631
30.0,0.0,41.66666666666667,4.274970225806834,1.9204397725487938
30.0,0.0,41.66666666666667,4.894822477668115,2.1410480226211788
30.0,0.0,41.66666666666667,5.583835479210682,2.376199037928364
30.0,0.0,41.66666666666667,6.348286671324567,2.626199037928364
30.0,0.0,41.66666666666667,7.194923375858965,2.891348052635189
30.0,0.0,41.66666666666667,7.5524990415028626,3.0
30.0,0.0,45.83333333333334,0.0,0.0
30.0,0.0,45.83333333333334,0.003062335667778594,0.002
30.0,0.0,45.83333333333334,0.012023955371500064,0.007656854249492381
30.0,0.0,45.83333333333334,0.028828837382067894,0.018049159094905644
30.0,0.0,45.83333333333334,0.05513960743187734,0.03404915909490565
30.0,0.0,45.83333333333334,0.09249325728428433,0.056409838869903535
30.0,0.0,45.83333333333334,0.14238381947985496,0.08580371578330168
30.0,0.0,45.83333333333334,0.2063167535773848,0.12284423413820594
30.0,0.0,45.83333333333334,0.2858499108682203,0.168099068134145
30.0,0.0,45.83333333333334,0.3826272659195645,0.22209906813414496
30.0,0.0,45.83333333333334,0.4984084493937632,0.2853446213375126
30.0,0.0,45.83333333333334,0.6350957107613583,0.3583103667253314
30.0,0.0,45.83333333333334,0.7947592254742168,0.4414488054886375
30.0,0.0,45.83333333333334,0.9796612748958804,0.5351931386507013
30.0,0.0,45.83333333333334,1.1922796145142638,0.6399595454803717
30.0,0.0,45.83333333333334,1.4353302284039398,0.7561490458665943
30.0,0.0,45.83333333333334,1.7117896021396246,0.8841490458665943
30.0,0.0,45.83333333333334,2.0249166081947196,1.0243346371375948
30.0,0.0,45.83333333333334,2.378274074274559,1.1770697018738892
30.0,0.0,45.83333333333334,2.7757500893135734,1.3427078617284347
30.0,0.0,45.83333333333334,3.221579090630972,1.521593299928418
30.0,0.0,45.83333333333334,3.7203627672892248,1.7140614791165631
30.0,0.0,45.83333333333334,4.277090808139357,1.9204397725487938
30.0,0.0,45.83333333333334,4.897161517854464,2.1410480226211788
30.0,0.0,45.83333333333334,5.586402320121371,2.376199037928364
30.0,0.0,45.83333333333334,6.3510901638495625,2.626199037928364
30.0,0.0,45.83333333333334,7.197971845594183,2.891348052635189
30.0,0.0,45.83333333333334,7.555646160530125,3.0
30.0,0.0,50.0,0.0,0.0
30.0,0.0,50.0,0.0030645638967198947,0.002
30.0,0.0,50.0,0.012032483611975028,0.007656854249492381
30.0,0.0,50.0,0.02884893035839702,0.018049159094905644
30.0,0.0,50.0,0.05517748241891386,0.03404915909490565
30.0,0.0,50.0,0.09255593664707344,0.056409838869903535
30.0,0.0,50.0,0.14247902242305982,0.08580371578330168
30.0,0.0,50.0,0.2064528078550665,0.12284423413820594
30.0,0.0,50.0,0.2860356756194109,0.168099068134145
30.0,0.0,50.0,0.3828720610024867,0.22209906813414496
30.0,0.0,50.0,0.49872198861165,0.2853446213375126
30.0,0.0,50.0,0.6354880374657684,0.3583103667253314
30.0,0.0,50.0,0.7952406496781249,0.4414488054886375
30.0,0.0,50.0,0.98024231143806,0.5351931386507013
30.0,0.0,50.0,1.1929709220891165,0.6399595454803717
30.0,0.0,50.0,1.4361425494589457,0.7561490458665943
30.0,0.0,50.0,1.7127337037744859,0.8841490458665943
30.0,0.0,50.0,2.0260032242884467,1.0243346371375948
30.0,0.0,50.0,2.3795138491291343,1.1770697018738892
30.0,0.0,50.0,2.77715352314174,1.3427078617284347
30.0,0.0,50.0,3.2231564872353315,1.521593299928418
30.0,0.0,50.0,3.722124184283377,1.7140614791165631
30.0,0.0,50.0,4.279046010051663,1.9204397725487938
30.0,0.0,50.0,4.899319932433339,2.1410480226211788
30.0,0.0,50.0,5.588772998129637,2.376199037928364
30.0,0.0,50.0,6.353681742596346,2.626199037928364
30.0,0.0,50.0,7.200792516407595,2.891348052635189
30.0,0.0,50.0,7.558559204772627,3.0
30.0,4.166666666666667,0.0,0.0,0.0
30.0,4.166666666666667,0.0,0.002982715263305092,0.002
30.0,4.166666666666667,0.0,0.011719844997816968,0.007656854249492381
30.0,4.166666666666667,0.0,0.028115007535190004,0.018049159094905644
30.0,4.166666666666667,0.0,0.05380161768372296,0.03404915909490565
30.0,4.166666666666667,0.0,0.09029595270691786,0.056409838869903535
30.0,4.166666666666667,0.0,0.1390787405077616,0.08580371578330168
30.0,4.166666666666667,0.0,0.20164875664926027,0.12284423413820594
30.0,4.166666666666667,0.0,0.2795629650038773,0.168099068134145
30.0,4.166666666666667,0.0,0.3744693420221816,0.22209906813414496
30.0,4.166666666666667,0.0,0.4881354740259979,0.2853446213375126
30.0,4.166666666666667,0.0,0.6224746307981625,0.3583103667253314
30.0,4.166666666666667,0.0,0.7795702843417897,0.4414488054886375
30.0,4.166666666666667,0.0,0.96169962449127,0.5351931386507013
30.0,4.166666666666667,0.0,1.1713563854768936,0.6399595454803717
30.0,4.166666666666667,0.0,1.4112731663954523,0.7561490458665943
30.0,4.166666666666667,0.0,1.684443358597041,0.8841490458665943
30.0,4.166666666666667,0.0,1.994142756122903,1.0243346371375948
30.0,4.166666666666667,0.0,2.343950905144561,1.1770697018738892
30.0,4.166666666666667,0.0,2.7377722361581416,1.3427078617284347
30.0,4.166666666666667,0.0,3.1798570142811844,1.521593299928418
30.0,4.166666666666667,0.0,3.674822136544353,1.7140614791165631
30.0,4.166666666666667,0.0,4.227671799828525,1.9204397725487938
30.0,4.166666666666667,0.0,4.843818058776695,2.1410480226211788
30.0,4.166666666666667,0.0,5.529101289468005,2.376199037928364
30.0,4.166666666666667,0.0,6.289810571772463,2.626199037928364
30.0,4.166666666666667,0.0,7.132704001008072,2.891348052635189
30.0,4.166666666666667,0.0,7.488807199357443,3.0
30.0,4.166666666666667,4.166666666666667,0.0,0.0
30.0,4.166666666666667,4.166666666666667,0.0030264271107384123,0.002
30.0,4.166666666666667,4.166666666666667,0.011886055952361646,0.007656854249492381
30.0,4.166666666666667,4.166666666666667,0.028502000488014538,0.018049159094905644
30.0,4.166666666666667,4.166666666666667,0.05451821627567191,0.03404915909490565
30.0,4.166666666666667,4.166666666666667,0.0914536136029627,0.056409838869903535
30.0,4.166666666666667,4.166666666666667,0.1407844634624033,0.08580371578330168
30.0,4.166666666666667,4.166666666666667,0.20399922249771632,0.12284423413820594
30.0,4.166666666666667,4.166666666666667,0.2826402878511089,0.168099068134145
30.0,4.166666666666667,4.166666666666667,0.3783385805367249,0.22209906813414496
30.0,4.166666666666667,4.166666666666667,0.4928437822008902,0.2853446213375126
30.0,4.166666666666667,4.166666666666667,0.6280517428264148,0.3583103667253314
30.0,4.166666666666667,4.166666666666667,0.7860299499078549,0.4414488054886375
30.0,4.166666666666667,4.166666666666667,0.9690416205061616,0.5351931386507013
30.0,4.166666666666667,4.166666666666667,1.179568791434038,0.6399595454803717
30.0,4.166666666666667,4.166666666666667,1.4203346701079325,0.7561490458665943
30.0,4.166666666666667,4.166666666666667,1.6943254357929078,0.8841490458665943
30.0,4.166666666666667,4.166666666666667,2.004811631065429,1.0243346371375948
30.0,4.166666666666667,4.166666666666667,2.3553692474163883,1.1770697018738892
30.0,4.166666666666667,4.166666666666667,2.7499005822028817,1.3427078617284347
30.0,4.166666666666667,4.166666666666667,3.1926549239276536,1.521593299928418
30.0,4.166666666666667,4.166666666666667,3.688249107450409,1.7140614791165631
30.0,4.166666666666667,4.166666666666667,4.241687969131934,1.9204397725487938
30.0,4.166666666666667,4.166666666666667,4.858384723279714,2.1410480226211788
30.0,4.166666666666667,4.166666666666667,5.54418127496366,2.376199037928364
30.0,4.166666666666667,4.166666666666667,6.305368479773291,2.626199037928364
30.0,4.166666666666667,4.166666666666667,7.148706357954162,2.891348052635189
30.0,4.166666666666667,4.166666666666667,7.5049758515233345,3.0
30.0,4.166666666666667,8.333333333333334,0.0,0.0
30.0,4.166666666666667,8.333333333333334,0.003041961026861793,0.002
30.0,4.166666666666667,8.333333333333334,0.011945408000192064,0.007656854249492381
30.0,4.166666666666667,8.333333333333334,0.02864139856275483,0.018049159094905644
30.0,4.166666666666667,8.333333333333334,0.05477971948678269,0.03404915909490565
30.0,4.166666666666667,8.333333333333334,0.09188350080600807,0.056409838869903535
30.0,4.166666666666667,8.333333333333334,0.14143177913594282,0.08580371578330168
30.0,4.166666666666667,8.333333333333334,0.2049143868279354,0.12284423413820594
30.0,4.166666666666667,8.333333333333334,0.2838737581565343,0.168099068134145
30.0,4.166666666666667,8.333333333333334,0.3799395844087163,0.22209906813414496
30.0,4.166666666666667,8.333333333333334,0.49485915621558,0.2853446213375126
30.0,4.166666666666667,8.333333333333334,0.6305249130741343,0.3583103667253314
30.0,4.166666666666667,8.333333333333334,0.7890000858098459,0.4414488054886375
30.0,4.166666666666667,8.333333333333334,0.9725429840481776,0.5351931386507013
30.0,4.166666666666667,8.333333333333334,1.1836302922304762,0.6399595454803717
